time,dominant_frequency
0,0.006347656250000001
1,0.006347656250000001
2,0.006347656250000001
3,0.006347656250000001
4,0.006347656250000001
5,0.006347656250000001
6,0.006347656250000001
7,0.006347656250000001
8,0.006347656250000001
9,0.006347656250000001
10,0.006347656250000001
11,0.006347656250000001
12,0.006347656250000001
13,0.006347656250000001
14,0.006347656250000001
15,0.006347656250000001
16,0.006347656250000001
17,0.006347656250000001
18,0.006347656250000001
19,0.006347656250000001
20,0.006347656250000001
21,0.006855847951953118
22,0.006347656250000001
23,0.006855847951953118
24,0.006347656250000001
25,0.006855847951953118
26,0.006347656250000001
27,0.006855847951953118
28,0.006347656250000001
29,0.006855847951953118
30,0.006347656250000001
31,0.006855847951953118
32,0.006347656250000001
33,0.006855847951953118
34,0.006347656250000001
35,0.006347656250000001
36,0.006347656250000001
37,0.006347656250000001
38,0.006347656250000001
39,0.006347656250000001
40,0.006347656250000001
41,0.006347656250000001
42,0.006347656250000001
43,0.006347656250000001
44,0.006347656250000001
45,0.006347656250000001
46,0.006347656250000001
47,0.006347656250000001
48,0.006347656250000001
49,0.006347656250000001
50,0.006347656250000001
51,0.006347656250000001
52,0.006347656250000001
53,0.006347656250000001
54,0.006347656250000001
55,0.006347656250000001
56,0.006347656250000001
57,0.006347656250000001
58,0.006347656250000001
59,0.006347656250000001
60,0.006347656250000001
61,0.006347656250000001
62,0.006347656250000001
63,0.006347656250000001
64,0.006347656250000001
65,0.006347656250000001
66,0.006347656250000001
67,0.006347656250000001
68,0.006347656250000001
69,0.006347656250000001
70,0.006347656250000001
71,0.006347656250000001
72,0.006347656250000001
73,0.006347656250000001
74,0.006347656250000001
75,0.006347656250000001
76,0.006347656250000001
77,0.006855847951953118
78,0.006347656250000001
79,0.006347656250000001
80,0.006347656250000001
81,0.006347656250000001
82,0.006347656250000001
83,0.006347656250000001
84,0.006347656250000001
85,0.006855847951953118
86,0.006347656250000001
87,0.006855847951953118
88,0.006347656250000001
89,0.006855847951953118
90,0.006347656250000001
91,0.006855847951953118
92,0.006347656250000001
93,0.006855847951953118
94,0.006347656250000001
95,0.006855847951953118
96,0.006347656250000001
97,0.006855847951953118
98,0.006347656250000001
99,0.006855847951953118
100,0.006347656250000001
101,0.006855847951953118
102,0.006347656250000001
103,0.006347656250000001
104,0.006347656250000001
105,0.006347656250000001
106,0.006347656250000001
107,0.006347656250000001
108,0.006347656250000001
109,0.006347656250000001
110,0.006347656250000001
111,0.006347656250000001
112,0.006347656250000001
113,0.006347656250000001
114,0.006347656250000001
115,0.006347656250000001
116,0.006347656250000001
117,0.006347656250000001
118,0.006347656250000001
119,0.006347656250000001
120,0.006347656250000001
121,0.006347656250000001
122,0.006347656250000001
123,0.006347656250000001
124,0.006347656250000001
125,0.006347656250000001
126,0.006347656250000001
127,0.006347656250000001
128,0.006347656250000001
129,0.006347656250000001
130,0.006347656250000001
131,0.006347656250000001
132,0.006347656250000001
133,0.006347656250000001
134,0.006347656250000001
135,0.006347656250000001
136,0.006347656250000001
137,0.006347656250000001
138,0.006347656250000001
139,0.006347656250000001
140,0.006347656250000001
141,0.006855847951953118
142,0.006347656250000001
143,0.006855847951953118
144,0.006347656250000001
145,0.006855847951953118
146,0.006347656250000001
147,0.006855847951953118
148,0.006347656250000001
149,0.006855847951953118
150,0.006347656250000001
151,0.006855847951953118
152,0.006347656250000001
153,0.006855847951953118
154,0.006347656250000001
155,0.00740472534887183
156,0.006347656250000001
157,0.00740472534887183
158,0.006347656250000001
159,0.006347656250000001
160,0.006347656250000001
161,0.006347656250000001
162,0.006347656250000001
163,0.006347656250000001
164,0.006347656250000001
165,0.006347656250000001
166,0.006347656250000001
167,0.006347656250000001
168,0.006347656250000001
169,0.006347656250000001
170,0.006347656250000001
171,0.006347656250000001
172,0.006347656250000001
173,0.006347656250000001
174,0.006347656250000001
175,0.006347656250000001
176,0.006347656250000001
177,0.006347656250000001
178,0.006347656250000001
179,0.006347656250000001
180,0.006347656250000001
181,0.006347656250000001
182,0.006347656250000001
183,0.006347656250000001
184,0.006347656250000001
185,0.006347656250000001
186,0.006347656250000001
187,0.006347656250000001
188,0.006347656250000001
189,0.006347656250000001
190,0.006347656250000001
191,0.006347656250000001
192,0.006347656250000001
193,0.006347656250000001
194,0.006347656250000001
195,0.006347656250000001
196,0.006347656250000001
197,0.006347656250000001
198,0.006347656250000001
199,0.006347656250000001
200,0.006347656250000001
201,0.006347656250000001
202,0.006347656250000001
203,0.006855847951953118
204,0.006347656250000001
205,0.006855847951953118
206,0.006347656250000001
207,0.006855847951953118
208,0.006347656250000001
209,0.006855847951953118
210,0.006347656250000001
211,0.006855847951953118
212,0.006347656250000001
213,0.006855847951953118
214,0.006347656250000001
215,0.00740472534887183
216,0.006347656250000001
217,0.00740472534887183
218,0.006347656250000001
219,0.006347656250000001
220,0.006347656250000001
221,0.006347656250000001
222,0.006347656250000001
223,0.006347656250000001
224,0.006347656250000001
225,0.006347656250000001
226,0.006347656250000001
227,0.006347656250000001
228,0.006347656250000001
229,0.006347656250000001
230,0.006347656250000001
231,0.006347656250000001
232,0.006347656250000001
233,0.006347656250000001
234,0.006347656250000001
235,0.006347656250000001
236,0.006347656250000001
237,0.006347656250000001
238,0.006347656250000001
239,0.006347656250000001
240,0.006347656250000001
241,0.006347656250000001
242,0.006347656250000001
243,0.006347656250000001
244,0.006347656250000001
245,0.006347656250000001
246,0.006347656250000001
247,0.006347656250000001
248,0.006347656250000001
249,0.006347656250000001
250,0.006347656250000001
251,0.006347656250000001
252,0.006347656250000001
253,0.006347656250000001
254,0.006347656250000001
255,0.006347656250000001
256,0.006347656250000001
257,0.006347656250000001
258,0.006347656250000001
259,0.006347656250000001
260,0.006347656250000001
261,0.006347656250000001
262,0.006347656250000001
263,0.006347656250000001
264,0.006347656250000001
265,0.006855847951953118
266,0.006347656250000001
267,0.006855847951953118
268,0.006347656250000001
269,0.006855847951953118
270,0.006347656250000001
271,0.006855847951953118
272,0.006347656250000001
273,0.006855847951953118
274,0.006347656250000001
275,0.006347656250000001
276,0.006347656250000001
277,0.006347656250000001
278,0.006855847951953118
279,0.006347656250000001
280,0.006855847951953118
281,0.006347656250000001
282,0.006855847951953118
283,0.006347656250000001
284,0.006347656250000001
285,0.006347656250000001
286,0.006347656250000001
287,0.006347656250000001
288,0.006347656250000001
289,0.006347656250000001
290,0.006347656250000001
291,0.006347656250000001
292,0.006347656250000001
293,0.006347656250000001
294,0.006347656250000001
295,0.006347656250000001
296,0.006347656250000001
297,0.006347656250000001
298,0.006347656250000001
299,0.006347656250000001
300,0.006347656250000001
301,0.006347656250000001
302,0.006347656250000001
303,0.006347656250000001
304,0.006347656250000001
305,0.006347656250000001
306,0.006347656250000001
307,0.006347656250000001
308,0.006347656250000001
309,0.006347656250000001
310,0.006347656250000001
311,0.006347656250000001
312,0.006347656250000001
313,0.006347656250000001
314,0.006347656250000001
315,0.006347656250000001
316,0.006347656250000001
317,0.006347656250000001
318,0.006347656250000001
319,0.006347656250000001
320,0.006347656250000001
321,0.006347656250000001
322,0.006347656250000001
323,0.006347656250000001
324,0.006347656250000001
325,0.006855847951953118
326,0.006347656250000001
327,0.006855847951953118
328,0.006347656250000001
329,0.006855847951953118
330,0.006347656250000001
331,0.006855847951953118
332,0.006347656250000001
333,0.006855847951953118
334,0.006347656250000001
335,0.00740472534887183
336,0.006855847951953118
337,0.006347656250000001
338,0.006347656250000001
339,0.006347656250000001
340,0.006347656250000001
341,0.006347656250000001
342,0.006347656250000001
343,0.006347656250000001
344,0.006347656250000001
345,0.006347656250000001
346,0.006347656250000001
347,0.006347656250000001
