,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_30,time_31,time_32,time_33,time_34,time_35,time_36,time_37,time_38,time_39,time_40,time_41,time_42,time_43,time_44,time_45,time_46,time_47,time_48,time_49,time_50,time_51,time_52,time_53,time_54,time_55,time_56,time_57,time_58,time_59
scale_0,1.600177293479563e-07,0.00034087746759638827,7.063698843484911e-07,8.759382107213155e-07,1.1389442415707425e-06,8.467043879653788e-07,3.690235554535661e-07,3.4179276013964275e-07,2.1171553250496193e-07,3.8907064689744786e-07,4.5213898965071624e-07,2.1550063729191955e-07,1.992309741256744e-07,2.3330331082565208e-07,4.373714462349737e-07,2.6295079282264573e-07,5.703294328970347e-07,5.861418155356187e-07,1.883874392235965e-07,3.7924760766641224e-07,2.903472044579636e-07,2.8479509994023306e-07,2.3317868369439447e-07,2.2663460136105303e-07,2.1386327671806716e-07,1.8686966367988508e-07,2.707872447445068e-07,3.1304477143995495e-07,2.203343843319863e-07,4.980528912517062e-07,3.562392392138998e-07,2.5783757317922e-07,3.5932058041428906e-07,8.463413747523973e-07,3.90385734046136e-07,1.413853889872135e-06,4.071334894188512e-07,2.943842015586203e-07,2.3742087985768386e-07,3.149954213056711e-07,1.0755068305955475e-06,5.88766248043911e-07,1.1286972564337904e-06,4.418175748426825e-07,2.1695286837500245e-06,1.952659600750929e-06,2.48154068458097e-06,1.056618711474575e-06,5.301985364860497e-07,7.657770727638018e-07,9.211434757785878e-07,8.18193902163909e-07,1.140051889890338e-06,4.636950818782565e-07,3.932293554196865e-07,2.80187583363607e-07,3.1430167629265094e-07,4.696715903426789e-07,7.625068469508313e-07,0.00034301052225503103
scale_1,6.558742522202981e-05,6.682487132207216e-05,2.9597283574615314e-06,1.4965701345193084e-06,1.3428260295002928e-06,5.865491878750648e-07,2.946963379932337e-07,5.17878504801793e-07,4.021958132997404e-07,5.668417949750086e-07,6.253209005188411e-07,3.416544292576648e-07,3.0595565190134996e-07,4.0018907631035205e-07,1.0340267593867196e-06,3.077961031135022e-07,3.6470038666722077e-07,8.662829894674633e-07,3.7546063684837627e-07,4.049844225830856e-07,5.152138233602671e-07,4.448919147853867e-07,3.439128361492872e-07,2.741667956863773e-07,3.953119692745569e-07,2.787703143503756e-07,3.9793346963520737e-07,8.940047789922778e-07,3.5080221706490627e-07,4.281135501925298e-07,5.984589016907181e-07,5.628122408299624e-07,4.5419811164068853e-07,2.0624601411830213e-06,6.88118031427599e-07,1.1308982334940382e-06,5.139476594410427e-07,6.721682341833045e-07,4.2645751922257884e-07,2.3905508802240746e-07,1.8470331501685304e-06,9.010138164046523e-07,1.1024832629732397e-06,2.114516569188493e-06,6.393459082770238e-06,1.8238136180449343e-06,2.1182363449505095e-06,1.3172088869787581e-06,3.55680942573595e-07,1.6988583194582893e-06,2.9582966814906593e-06,1.1595684989955713e-06,7.819750750230097e-07,5.688750995648663e-07,4.2289510774223194e-07,3.421387058732453e-07,6.253454709132129e-07,6.230260294067866e-06,1.7956193711480747e-05,0.0009559625621956562
scale_2,0.0010069502175266295,0.0001584572946669002,1.7908249050246894e-06,1.9158080552689953e-06,1.6322897984298498e-06,1.198000769316549e-06,4.918824815738668e-07,3.269978027227912e-07,5.179402233699107e-07,4.830922967944348e-07,6.006374536776372e-07,6.468121817874622e-07,5.125085205975564e-07,4.190728906789893e-07,6.001271540483551e-07,9.945620468474736e-07,2.9716573999115604e-07,2.935621136711235e-07,8.560562007315971e-07,4.838464918199531e-07,5.25931528853783e-07,6.314835107022451e-07,5.17445663725411e-07,3.6420661193153056e-07,3.345372228586956e-07,4.969618051203533e-07,2.9825734894455094e-07,5.27094048473256e-07,1.0196833341572685e-06,5.076323737853331e-07,4.2375728701599726e-07,7.358334271135057e-07,6.84067512343601e-07,7.184835318575695e-07,2.384329649741224e-06,7.692815209468276e-07,6.676260764212768e-07,6.230446711190114e-07,8.777347662703958e-07,6.380147073979612e-07,5.651890125682833e-07,1.5999922214237396e-06,6.109497296555639e-07,1.023024551534808e-06,4.768034918770658e-06,7.252351161952881e-06,1.8466981784189942e-06,1.9522158639475535e-06,1.502576197686202e-06,4.64761400177859e-07,2.211072774059082e-06,3.7484512141044748e-06,1.5273968335433668e-06,7.103471120768352e-07,6.053570565957132e-07,4.4571163367596726e-07,3.7967821857112066e-07,5.545507886797212e-06,3.594016557102514e-05,0.00011010414996229975
scale_3,0.00010741191802567656,0.0003918534250460099,7.016765356297095e-05,1.956328760321603e-06,8.244178760956471e-07,7.870572441156243e-07,5.0294786797414e-07,2.504821389848892e-07,2.598597444237132e-07,2.775639960890752e-07,2.7998485165347445e-07,2.9837489607529436e-07,3.140531723162643e-07,3.657328076104631e-07,2.5742538643222465e-07,3.970085369082253e-07,2.983337095398514e-07,1.8417555838051354e-07,1.8788816709850008e-07,4.1797282758413236e-07,2.6060371337752853e-07,3.341621650787618e-07,3.5870907663504056e-07,2.698486015098252e-07,1.9100392328560772e-07,2.1623437238414273e-07,3.26233076682633e-07,1.8869959325491006e-07,3.529884629985616e-07,4.3638769186393104e-07,3.6281585522486143e-07,2.5159695996389267e-07,5.489625168186568e-07,4.511143591040743e-07,6.448640199801685e-07,1.2145492202018992e-06,4.0982228970920056e-07,2.25129254315999e-07,3.145733217797088e-07,4.881049347027761e-07,4.4971565902407967e-07,8.801127480081742e-07,8.793000124253642e-07,5.554058208064315e-07,6.728059714995712e-07,3.5595418322126575e-06,3.1325144500449234e-06,8.44459271144249e-07,1.041294759986821e-06,1.1053093063691983e-06,4.7168330832041984e-07,1.1572628248872723e-06,1.7070014129708327e-06,7.126462157048162e-07,3.598565695388372e-07,3.607390814866199e-07,3.1766743806493676e-07,4.566013839638448e-06,7.742287321537888e-05,9.39621233880442e-05
scale_4,4.94130727125506e-07,2.5523048012665095e-05,6.279841792314792e-06,7.101750000113578e-07,3.1359355636866397e-07,2.1972130062936545e-07,2.2518655162051553e-07,2.1709146482901855e-07,2.7521099125765237e-07,3.081047137157567e-07,2.585482896854214e-07,2.0684616336435284e-07,2.6658195941966603e-07,3.6756636446051926e-07,2.030945588482781e-07,1.707062195671896e-07,2.44837925991096e-07,2.5980411690399336e-07,2.2045953052085643e-07,2.853284359661766e-07,2.2142597731324936e-07,2.0220683433390704e-07,2.0346942146467375e-07,2.0345889589931705e-07,1.8089101931695887e-07,2.6166116850294395e-07,3.999442017108626e-07,2.680057747608251e-07,2.0304429388660106e-07,2.6002654680376925e-07,3.1026835654070094e-07,3.367246192687502e-07,6.804609245740318e-07,4.033499377076331e-07,3.404059209928908e-07,5.229686116010444e-07,4.3463411484355536e-07,2.5143933999793284e-07,1.736029488048813e-07,3.601902790607878e-07,4.477106485570166e-07,1.2469499114502666e-06,2.1504057021237705e-06,2.3891921689794076e-06,9.88137002518432e-07,1.1223150013437799e-06,9.537901816274563e-07,3.825195181137602e-07,1.0297713510105913e-06,1.677723966511836e-06,8.940942676998509e-07,3.3312195938567773e-07,3.407531551123848e-07,2.166718033235871e-07,1.654382436779328e-07,3.8378207504805585e-07,6.074803618156698e-06,8.967828822781995e-05,0.0003113068633464531,0.000178614809914727
scale_5,0.00042699968324794624,0.00010308813096906105,7.477751686766962e-06,1.634069344669759e-06,1.1265810821325515e-06,6.889668572593153e-07,5.000561537561153e-07,5.383680815299499e-07,6.378156717098429e-07,8.211396779764749e-07,8.888197241925105e-07,7.979362305351901e-07,7.125370342867262e-07,8.294675535715733e-07,9.020318851507766e-07,6.917754456321967e-07,7.358662328317878e-07,8.916108874327174e-07,8.318503337727084e-07,7.930549857287306e-07,7.544524196715978e-07,6.136695996453333e-07,5.183540944771019e-07,5.372532979868131e-07,5.760553967538539e-07,6.102034661110249e-07,8.65731029980886e-07,1.057921024548017e-06,8.319149574243307e-07,6.870660691199123e-07,7.591927544733889e-07,8.544863270603846e-07,1.2008476241163222e-06,1.4905407000231594e-06,9.001869182971247e-07,7.628008931178385e-07,1.117757271110325e-06,1.2530033525748817e-06,8.784913928006626e-07,6.4790735624083e-07,7.25721073548122e-07,1.5718931805953377e-06,4.009800160500528e-06,7.0177711992390625e-06,6.484951587492406e-06,3.2806620379225845e-06,2.2182421491812046e-06,1.769800867494618e-06,1.725442779172494e-06,3.2804473986559742e-06,4.163069858362648e-06,2.730871997264532e-06,1.2882084626110945e-06,7.336694006206182e-07,4.995782761305869e-07,7.71537244112387e-07,8.573218089355856e-06,9.568820337007642e-05,0.000422311487693685,0.0007597981324120713
scale_6,0.0009610889965843725,0.000412053060840136,6.84014519853401e-05,7.409155009214012e-06,2.221567835391709e-06,1.4128732954047135e-06,8.758264385614362e-07,7.732659307019653e-07,8.886418142981092e-07,1.119962296904061e-06,1.3406376941277606e-06,1.3303664646122044e-06,1.1629219116817314e-06,1.1639179654321253e-06,1.361227157269387e-06,1.2712325105089944e-06,1.1268043389052646e-06,1.2780623409715187e-06,1.3737642630640507e-06,1.2607738996845442e-06,1.1989010715713576e-06,1.0513571841891136e-06,8.565590393783163e-07,8.048134873345822e-07,8.59053598122831e-07,9.057451714169407e-07,1.1138590591091047e-06,1.5114137947647762e-06,1.4904708306720684e-06,1.1730060644432157e-06,1.0926932453743812e-06,1.2463814324082146e-06,1.5291005848331659e-06,2.0762633210335613e-06,1.8274472874626892e-06,1.1577253818068967e-06,1.4210306014804796e-06,1.888094014547318e-06,1.6861403788108744e-06,1.1260701188292081e-06,9.45994616974417e-07,1.5048176690533902e-06,4.181968535763535e-06,8.616862184852604e-06,1.0745560299263853e-05,7.516369793081749e-06,4.072892883208846e-06,3.0894696746974026e-06,2.595178570981758e-06,3.7009528447292825e-06,5.907303329083755e-06,5.533124028620212e-06,3.097379525690736e-06,1.5262637962098173e-06,9.432957973225916e-07,9.070296040977933e-07,5.971533098692899e-06,7.030376485035218e-05,0.0003658302246038305,0.0009292485200996513
scale_7,0.001140409594361344,0.0005852062741001689,0.00011377863355356022,1.092585211856255e-05,2.5767437866908333e-06,1.7016134444147404e-06,1.0408902967356433e-06,8.300004547311738e-07,8.454863188494672e-07,1.059946533290012e-06,1.348636598541146e-06,1.4346434103268797e-06,1.2448075816668777e-06,1.1467699941323281e-06,1.3902486872788034e-06,1.2470124770455447e-06,1.05895017958385e-06,1.2567029191360048e-06,1.420104852566646e-06,1.3351785238959028e-06,1.3180980533505848e-06,1.2136774729102522e-06,9.354576538487747e-07,8.206066899811574e-07,9.086993496281341e-07,8.966465334994575e-07,1.0077982619407619e-06,1.5263263140390042e-06,1.6157971819754509e-06,1.2818784650884555e-06,1.1383337179878687e-06,1.2311981520655977e-06,1.4187726190014266e-06,2.3364390266781334e-06,2.3267647225575235e-06,1.27398195317789e-06,1.2238940650594914e-06,1.929916538731053e-06,2.000203797146516e-06,1.5190594963172454e-06,1.305748248111277e-06,1.0748829337934648e-06,2.4776476251931723e-06,7.662768242765882e-06,1.2311198840407399e-05,9.305761661153493e-06,4.825303790204551e-06,3.4834376303001778e-06,2.566727735527951e-06,3.0092467976325428e-06,5.880073047739519e-06,6.448522631174336e-06,3.8990995160135856e-06,1.8923760831405959e-06,1.1591828622371139e-06,1.2524656054440557e-06,3.1798620462375423e-06,3.018519458667477e-06,0.00017918837994772342,0.0008880440051983908
scale_8,0.0011246034266951957,0.0006569910708878015,0.0001122798216159511,6.204967124294156e-06,2.1610300546263513e-06,1.844564630134928e-06,1.1398640627747137e-06,8.359196947461751e-07,7.434919614769096e-07,7.758596255493112e-07,1.01896035907477e-06,1.2676420367250657e-06,1.2032865306622464e-06,8.72055244396743e-07,9.795630814772272e-07,1.0291658326625068e-06,6.924875743689284e-07,7.554366901233295e-07,1.2011870612000732e-06,1.108718765584104e-06,1.1220738280625571e-06,1.2216823333502497e-06,9.269432774450723e-07,7.166826856170726e-07,8.3067408683899e-07,9.345031641678386e-07,7.139324231575573e-07,1.0272880899702872e-06,1.4727045978421417e-06,1.212981372068417e-06,1.0184909423066804e-06,1.2933383075077536e-06,1.108958317734538e-06,1.8523383739041533e-06,2.985071157341313e-06,1.6597614894757123e-06,7.317878982560294e-07,1.2868588097942726e-06,2.0056275795772806e-06,1.9505917631013054e-06,2.305241382394598e-06,2.5729583591035807e-06,1.2472773842917785e-06,3.506128388839564e-06,9.934475805243731e-06,1.0693442172511597e-05,4.500225538830639e-06,3.545379622629062e-06,3.304375885000016e-06,1.5341853265980804e-06,3.5523226024170776e-06,5.918618485868271e-06,3.905469760459405e-06,1.7531556309819746e-06,1.5358832527775553e-06,8.877272086331398e-06,6.933389541695156e-05,0.0001647928974952246,7.286787784693725e-06,0.0003443735463319966
scale_9,1.247857466010977e-06,0.0007096204426416118,0.0006872245629744854,0.00011415638609436699,3.287102648684934e-06,2.964197656287955e-06,2.1437181325437808e-06,1.4912384671769048e-06,1.2265522887322587e-06,1.1911294593080315e-06,1.062606993600636e-06,1.0302367450909492e-06,1.2488737718683643e-06,1.6756469602041866e-06,1.226762699331875e-06,8.469238517813872e-07,1.0803614458812316e-06,8.750276401798799e-07,7.186054317135795e-07,1.2419833947488157e-06,1.3261374635344887e-06,1.1230453320396464e-06,1.393974202949384e-06,1.2463013708070692e-06,8.973858416846717e-07,9.748084796844114e-07,1.5509670656211603e-06,1.2317625345089707e-06,9.223294782063498e-07,1.4384984561272423e-06,1.5812738561866435e-06,1.3720915233767848e-06,2.2249829106427874e-06,2.220029512950484e-06,1.443499636529353e-06,3.639346577975098e-06,3.0702435620197394e-06,1.1518016778845717e-06,7.944294799879738e-07,1.8299736126493558e-06,2.2429662165746e-06,3.59293645204727e-06,7.134815594359346e-06,6.744480834395547e-06,3.2272765525359093e-06,7.020780733667712e-06,1.1928264719967248e-05,5.3705100279759045e-06,3.578614268657251e-06,6.727172266656785e-06,4.099417820362294e-06,1.8886471920213373e-06,4.530113939342881e-06,3.880520848888075e-06,1.8032385594499616e-06,2.048815235412868e-06,2.419913639222331e-06,0.00011524157239598183,0.0006844169172150134,0.000704684797822675
