,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_30,time_31,time_32,time_33,time_34,time_35,time_36,time_37,time_38,time_39,time_40,time_41,time_42,time_43,time_44,time_45,time_46,time_47,time_48,time_49,time_50,time_51,time_52,time_53,time_54,time_55,time_56,time_57,time_58,time_59
scale_0,1.2252233764400378e-05,10.806141564774776,0.014628023594544312,0.0023823828903292437,6.425891224433168e-05,6.442883573562076e-05,1.8228272282722216e-05,3.690374610585608e-05,0.00011448237897980326,0.00017128505268898696,9.35578411107394e-05,0.00015002589418688692,6.0336913529415904e-05,0.00016622889758340008,7.283671582658024e-05,0.000409677553053937,0.0001005941557015535,9.374260826604703e-05,4.881257036739967e-05,0.00011172421894891248,9.439912886207437e-05,0.00028077386261482864,0.00023174052157111456,0.00020097569477056575,0.0001742495284358912,3.3977643103198e-05,6.0225458640050804e-05,2.0837601498507893e-05,5.371237805437278e-05,4.614252409852993e-05,3.9801983624554204e-05,2.001400276725594e-05,6.79185062950269e-05,5.383194982753176e-05,3.156133898861006e-05,2.523836703095945e-05,5.661947066448175e-05,1.0496537825913819e-05,2.1412488009457474e-05,1.4675110279082033e-05,2.0351489856794555e-05,7.64775408903262e-06,2.3691707748052504e-05,4.2694401027342507e-05,4.274585417619728e-05,5.5656285914421794e-05,4.016224669818699e-05,2.3392744517070796e-05,0.00030929050083363356,0.00018863769717228197,0.0003478567989736794,0.0003147805442065218,1.3496325204990955e-05,3.115101127041407e-05,4.836128672758351e-05,2.5378405886566297e-05,7.27819125081354e-05,0.002393409834865905,0.014688301635552096,10.80332561148528
scale_1,2.028950514335382,2.0842614768950205,0.03809168961615318,0.00010593919879186812,3.1796372506573356e-05,3.9688749761071726e-05,2.9304822241722113e-05,8.108982515969639e-05,0.0001928879289360423,0.00022538073327080265,8.671120458366242e-05,5.915607703728025e-05,7.203880481685348e-05,0.0003597141119254009,8.818769523579512e-05,0.00036497312130781947,6.202155078409645e-05,4.9355595825679306e-05,3.263925878102132e-05,0.00014903031094815123,0.00015315662291752542,0.0004723989413362339,0.0002617187445069919,0.0001432353783006961,5.320186128894035e-05,4.353397006139515e-05,9.839496396720554e-05,4.2589976347544616e-05,2.866820162097861e-05,3.234346586461608e-05,8.115769154783633e-05,2.7855813398438824e-05,6.288387301108103e-05,6.179875528912795e-05,4.768108870087085e-05,1.6266244315436757e-05,5.835931610985495e-05,1.3080174633493806e-05,2.56103838016716e-05,2.036146260920582e-05,2.9960665902523665e-05,1.581146859041463e-05,4.014590011715316e-05,6.37026042192762e-05,4.5594404028068066e-05,4.568232149753731e-05,2.1410499041373275e-05,2.4060824284243506e-05,0.0006153914100001354,0.00031600158322979145,0.00022925483030393704,8.474007560531383e-05,1.5215541064378706e-05,3.451564143201429e-05,7.794057285490082e-05,3.8268347774853315e-05,0.0007263682004070878,0.17398129203641124,0.5436947742861348,30.091092170095404
scale_2,31.826814454615725,4.930558701374698,0.017057411382926334,0.006319037167494836,5.0775196106330374e-05,2.1711642955737838e-05,3.40609077023864e-05,2.3303803870898738e-05,0.0001357764000867262,0.00011743213160596684,0.00016551619221138634,7.619953204726427e-05,5.521672991679889e-05,5.986406457822459e-05,0.00035072950195339496,7.043160878185516e-05,0.00021584530183186437,2.785066066833121e-05,3.390469833013541e-05,6.113783820302783e-05,9.421912487010265e-05,0.0002146368475295094,0.00031425668487059763,0.00017198883951935126,0.00011707221723990816,4.547155806235206e-05,3.150187609838079e-05,8.759596586983835e-05,4.6862099411015606e-05,1.6897168620898e-05,3.4595244988842875e-05,7.925431852767946e-05,3.1591321528520635e-05,4.564654382677814e-05,4.695475709755047e-05,4.664007037785699e-05,1.2541346150750154e-05,4.26483290517375e-05,1.854472051264518e-05,2.20523217566348e-05,1.8378221890247844e-05,3.7840092789555306e-05,2.7156803462725492e-05,3.5209647969775886e-05,4.4454072378260596e-05,3.336162251249487e-05,3.1470822355133705e-05,2.565901662231493e-05,0.00014092477716441782,0.00041775787479907773,0.0002393858163390462,0.00012265333516067148,2.525082622919386e-05,2.3085906812433994e-05,2.872352861334902e-05,7.942667380706034e-05,0.00041340767248980616,0.1556335402844869,1.117930341105386,3.429042504507876
scale_3,3.398693959397456,12.323048998102088,2.1809923102118285,0.0440221208414027,2.4503672490020314e-05,1.891700284063946e-05,1.3325228130611175e-05,3.4545437061306555e-05,1.154653954551753e-05,0.00013582697558071257,2.6247787551187314e-05,6.837550172384992e-05,5.056729243053229e-05,5.5160211842333186e-05,8.035769446445761e-05,0.0001575900211308711,4.189008290820018e-05,6.937332999085688e-05,6.258594843998996e-06,2.6259001174969292e-05,9.728363068328896e-05,2.3422611848977483e-05,0.00023209895054984874,7.980199923339383e-05,6.420044908893396e-05,6.0282299294337994e-05,3.221226913324179e-05,2.3807994760259362e-05,4.262947419961689e-05,2.357359439307356e-05,1.1517341495971668e-05,3.441442275831428e-05,3.8568803059406335e-05,2.0343053784887414e-05,2.2147822226357776e-05,2.5963857057366248e-05,2.469554149861816e-05,9.775087616090592e-06,1.724176545913202e-05,1.8878954000388013e-05,1.2126902385348552e-05,1.1924523291787726e-05,2.8055073569709933e-05,1.7010371290526348e-05,2.3268832588954305e-05,1.5733881573417314e-05,1.681944963488506e-05,4.367184487336687e-05,1.4228240949016253e-05,0.0002486336335124272,9.616861056215379e-05,8.970685520095962e-05,2.9454838061968214e-05,1.586131186157573e-05,2.1375881772668724e-05,2.213414527085737e-05,0.0007872975038689377,0.14299694198112495,2.431566065348104,2.9645508378861396
scale_4,1.782646193235435e-05,0.7721262791733546,0.18488348793598142,0.00718600583525876,6.453260414974055e-05,4.785394321370963e-06,2.0607354400804616e-05,2.2927078537231358e-05,1.6195621106796356e-05,5.455431813198276e-05,7.890864919761657e-06,2.0052852685203238e-05,5.3062141835801535e-05,2.259981757711306e-05,5.526277551344414e-05,3.604306271899219e-05,1.3857418437177973e-05,1.928603672764665e-05,9.466504968900994e-06,3.985888878523187e-05,7.460260173346708e-05,1.4113037169104983e-05,9.96130193206522e-05,2.7989166778383427e-05,1.4484120101027165e-05,2.940482878178005e-05,1.923123177811975e-05,1.0600872216305046e-05,1.8234509526418648e-05,1.7497749872595457e-05,6.8158759707423085e-06,1.7430575471266794e-05,1.8699673982400626e-05,9.423482134126788e-06,5.2253192592473364e-06,1.4312883597884484e-05,1.0594814268030585e-05,4.847002200714444e-06,7.180156898654535e-06,1.5869626011665723e-05,8.338943837246632e-06,6.600788813886445e-06,9.212561943653395e-06,4.535060902425366e-06,1.034398478690385e-05,4.777274690726841e-06,3.282009310276338e-05,6.356747697688481e-05,1.2794487580229324e-05,0.00010811325299778483,2.2526198777789212e-05,6.941789290223268e-06,9.301810524500628e-06,1.7402822364145348e-05,1.905265636548163e-05,0.002810311000061095,0.18163251531565902,2.814734102453359,9.789455176550415,5.627312121716315
scale_5,13.498899201732229,3.2500118716285367,0.19521218867145382,0.005115295150369973,2.5361452651908486e-05,7.87430491961789e-06,1.555182220748354e-05,3.734497057089063e-05,1.9036410529751224e-05,2.891342886677582e-05,3.5510238660275506e-05,1.2298910844875243e-05,3.436925047477574e-05,6.311372523176432e-05,2.6427614993519333e-05,4.383673190121493e-05,2.7740255194066344e-05,2.0705750819985695e-05,2.3330335236850126e-05,2.7942996639298024e-05,8.055815479935984e-05,6.305381498594918e-05,3.8015977147045354e-05,6.83186180546375e-05,4.7660743628158163e-05,2.3716995106431905e-05,3.585317352669814e-05,2.5415790585449008e-05,1.4003026094990877e-05,2.768902743993541e-05,2.602355690124848e-05,9.796528766417066e-06,1.9142962334122052e-05,2.4839082977631636e-05,1.1931194972370849e-05,5.17327670786425e-06,1.5250752679750888e-05,1.258288575382007e-05,6.638512357174259e-06,1.3881594564083185e-05,2.1471691068655587e-05,1.231201188385937e-05,6.202631244336532e-06,4.792980700985547e-06,6.064815749716018e-06,8.178215759036138e-06,2.4749195846235537e-05,7.816939386255832e-05,6.587443033020916e-05,3.1869663018074026e-05,6.385835526392696e-05,4.2124329903330753e-05,1.3590630113891822e-05,1.9407210925787967e-05,0.00010631990198918082,0.007188651485359805,0.2376016527252186,2.959877727919414,13.232343068956967,23.875143568886426
scale_6,30.3937867955224,13.027819278708066,2.121787393353331,0.16336770102910417,0.005518075647777084,8.977631275564184e-05,1.5640106429360167e-05,3.6301946097553074e-05,4.179422814617961e-05,1.691134106899399e-05,4.883020892299604e-05,3.446995030137113e-05,2.240878247520698e-05,6.845327437890598e-05,5.418473753369149e-05,4.0399299333673256e-05,5.523168665728142e-05,3.146666041301349e-05,3.103159301520055e-05,3.179897942244118e-05,6.406943824790904e-05,0.00011166069756957,4.074886914687928e-05,7.118422887687632e-05,9.509564699558087e-05,3.80480433644577e-05,4.0879437907463207e-05,4.4709344158656795e-05,2.3888686681144213e-05,2.8839218777992927e-05,3.9922079465901065e-05,2.1744887344359873e-05,1.723974883293877e-05,3.3088082300499565e-05,2.659286277796218e-05,8.530376233812439e-06,1.2488597780005202e-05,2.1072136318812345e-05,1.275827121880401e-05,1.1277436212613042e-05,2.6011363734470646e-05,2.5119471661595568e-05,1.1097147204912836e-05,7.046752351519581e-06,5.5827177442443935e-06,9.874010950929986e-06,2.0867765259254313e-05,6.786284558032753e-05,0.00011251578785828689,3.0329112578620163e-05,6.66024771279085e-05,9.111609595678845e-05,3.388077299161141e-05,2.2412869657394504e-05,9.766887851158154e-05,0.00440773745795113,0.1480518416775939,2.139313389644166,11.420459638463628,29.160712853081602
scale_7,36.03117654530881,18.52678346038289,3.5863414623575913,0.272239423218104,0.007600296890128296,7.78272545208205e-05,1.2029182684651679e-05,4.540351202276762e-05,7.590725441959137e-05,1.9575506770215938e-05,5.656552805615642e-05,5.881353156232682e-05,2.2826445674913232e-05,0.00010048002609181325,8.399875055028557e-05,4.7865900099605144e-05,6.947411828666487e-05,3.784908999945519e-05,4.7800813954641504e-05,4.4253476138883696e-05,6.955022248491025e-05,0.00018466908272303463,6.772103418971764e-05,6.948960434044711e-05,0.00013106233034106317,5.790033468981294e-05,4.964475635633732e-05,6.29274527803041e-05,3.2452116954054074e-05,2.9998192398565263e-05,5.6496231178443294e-05,3.5166044326936546e-05,1.763664956710402e-05,3.6739905403056404e-05,4.1716124683763495e-05,1.5806714202352106e-05,1.2379328881360438e-05,2.685348955080035e-05,2.14645147127457e-05,1.128052385655167e-05,2.9143655183604742e-05,3.7066620581653564e-05,1.5036978331005599e-05,9.725323885462156e-06,7.673868178185832e-06,1.3997523014743671e-05,1.4202855495708114e-05,7.283943572981722e-05,0.00019751346267801598,5.396928602505255e-05,5.671868308089804e-05,0.00010800973130754386,5.48718792677554e-05,6.336488193954535e-05,0.001678902459407155,0.0207283996669026,0.08720494474208894,0.05603969583324565,5.556249486766482,27.850836747878958
scale_8,35.457417292684624,20.796323120360395,3.5725719262721003,0.14147879096689348,0.0004497412834504996,0.0006088901177966401,6.184750785197519e-05,3.997272199065346e-05,0.00013284039201877826,5.543126787960378e-05,7.142536588167053e-05,0.00013475895858663914,3.878108205038239e-05,0.00011332495810882161,0.0001837010260147676,6.466135307738509e-05,0.00011981570650089096,5.057353691762134e-05,7.720630912877517e-05,0.00010618218269841757,7.15641922794219e-05,0.0002648074837430927,0.00021589441990113955,7.579825639090755e-05,0.0001792389918343081,0.00010753856076339516,4.890040620959712e-05,9.716553121440434e-05,6.481592963076731e-05,2.8331001369576565e-05,6.603605140144521e-05,7.569325044178888e-05,2.4673976008552504e-05,3.5830623638374605e-05,6.335349464816688e-05,3.952596737177277e-05,1.3437308870408683e-05,3.736545334706673e-05,4.0724879423400975e-05,2.0543556948991862e-05,2.8277048881052283e-05,5.338052262021639e-05,2.0278553978028704e-05,1.7314671656950042e-05,1.6716155640717383e-05,3.667204304936474e-05,6.250209291171786e-05,5.2754537968114924e-05,0.0002644937479366012,0.0002100182472509589,4.929864265928565e-05,0.00013229721807586119,7.502671719904607e-05,0.00010832343538724678,0.010021284069276735,0.2630661859031012,2.2146204787799575,5.225733660519539,0.2133448045966143,10.769126130736405
scale_9,2.931921761984784e-05,22.227162909070614,21.614446391409214,3.637012829185555,0.029054693802420328,0.024364030738618116,0.004736556785156998,0.0002543998497809659,2.526353970531115e-05,0.00024376535527498755,0.00018132913991757745,5.187938576128444e-05,0.00025820680790943664,0.00017414249610182766,0.00013118824702166535,0.0003749962733638885,0.00011335405910145721,0.00017571783474901444,0.00010608843677634718,9.245832274876713e-05,0.0003273600103081533,0.00011825695884899426,0.00036651942935377675,0.0005101812953296242,7.665021538068013e-05,0.0002384679509473593,0.0002053753218950782,7.121798328850032e-05,0.00012345309439377655,0.00013697128809831934,5.1962062952540575e-05,7.187310723281614e-05,0.0001389936136165452,7.420552938163241e-05,3.6450947780835935e-05,7.893814263784898e-05,9.38320088211392e-05,3.178682792814672e-05,4.098606453654394e-05,7.642852158635736e-05,6.475611656438778e-05,2.7761030380485095e-05,7.728273676090117e-05,4.3277303142896194e-05,3.3586098175865597e-05,4.4004420305407795e-05,6.491530775854997e-05,0.00023594300462837954,6.482891673863574e-05,0.00037565123221121273,0.0004968880738868926,5.1381714397675404e-05,0.0001359834893457875,0.00026385603748288147,0.00482715757305919,0.024249299461700197,0.02915640207996922,3.638650925115049,21.605991359931668,22.225037345489906
